88	32
89	32
1	33
12	33
25	33
26	33
27	33
28	33
31	33
34	33
44	33
46	33
55	33
63	33
65	33
66	33
76	33
78	33
83	33
85	33
99	33
4	34
7	34
12	34
25	34
30	34
40	34
42	34
51	34
53	34
54	34
59	34
67	34
71	34
74	34
76	34
77	34
78	34
98	34
2	35
5	35
10	35
16	35
17	35
19	35
28	35
33	35
34	35
44	35
45	35
49	35
50	35
52	35
63	35
67	35
74	35
94	35
1	36
3	36
14	36
15	36
22	36
40	36
48	36
59	36
60	36
63	36
71	36
72	36
83	36
88	36
90	36
94	36
99	36
100	36
6	37
11	37
13	37
20	37
21	37
22	37
25	37
26	37
34	37
40	37
41	37
44	37
48	37
55	37
64	37
75	37
77	37
78	37
84	37
85	37
95	37
96	37
99	37
5	38
28	38
29	38
33	38
39	38
40	38
48	38
52	38
56	38
57	38
67	38
71	38
80	38
89	38
99	38
1	39
4	39
8	39
24	39
37	39
42	39
44	39
54	39
55	39
64	39
68	39
69	39
70	39
71	39
75	39
78	39
80	39
84	39
87	39
88	39
91	39
94	39
2	40
10	40
11	40
18	40
22	40
41	40
46	40
47	40
53	40
57	40
59	40
72	40
73	40
79	40
80	40
86	40
91	40
96	40
1	41
3	41
10	41
12	41
13	41
16	41
18	41
19	41
20	41
27	41
29	41
30	41
39	41
44	41
45	41
47	41
49	41
61	41
66	41
67	41
72	41
79	41
81	41
91	41
96	41
4	42
6	42
20	42
29	42
30	42
32	42
37	42
47	42
50	42
54	42
61	42
62	42
66	42
68	42
69	42
73	42
81	42
87	42
90	42
91	42
92	42
94	42
7	43
10	43
15	43
34	43
37	43
40	43
48	43
50	43
57	43
61	43
62	43
64	43
69	43
71	43
76	43
82	43
88	43
89	43
90	43
100	43
2	44
8	44
9	44
11	44
17	44
30	44
38	44
48	44
50	44
51	44
54	44
58	44
60	44
64	44
67	44
69	44
79	44
99	44
2	45
7	45
10	45
23	45
26	45
31	45
44	45
46	45
49	45
52	45
55	45
61	45
64	45
65	45
69	45
70	45
71	45
73	45
77	45
81	45
87	45
91	45
100	45
9	46
15	46
21	46
22	46
34	46
39	46
43	46
48	46
51	46
63	46
73	46
80	46
84	46
85	46
88	46
89	46
95	46
1	47
5	47
14	47
20	47
31	47
37	47
53	47
54	47
55	47
63	47
64	47
69	47
70	47
71	47
77	47
81	47
86	47
91	47
98	47
14	48
17	48
19	48
21	48
23	48
47	48
50	48
51	48
53	48
64	48
65	48
69	48
74	48
88	48
5	49
6	49
9	49
14	49
16	49
18	49
27	49
33	49
40	49
52	49
53	49
56	49
61	49
63	49
71	49
75	49
79	49
85	49
90	49
91	49
94	49
96	49
100	49
1	50
7	50
11	50
12	50
13	50
15	50
17	50
23	50
55	50
56	50
59	50
61	50
69	50
72	50
74	50
89	50
92	50
1	51
11	51
14	51
25	51
38	51
54	51
55	51
64	51
70	51
78	51
79	51
80	51
86	51
87	51
95	51
2	52
3	52
25	52
28	52
33	52
37	52
44	52
46	52
50	52
55	52
56	52
60	52
63	52
84	52
85	52
91	52
93	52
10	53
21	53
50	53
52	53
84	53
86	53
91	53
92	53
99	53
8	54
15	54
18	54
33	54
52	54
58	54
61	54
67	54
68	54
79	54
83	54
91	54
9	55
19	55
21	55
24	55
25	55
41	55
43	55
53	55
56	55
59	55
71	55
73	55
77	55
82	55
88	55
94	55
98	55
100	55
6	56
7	56
20	56
36	56
39	56
41	56
68	56
73	56
75	56
85	56
86	56
87	56
95	56
96	56
98	56
100	56
2	57
22	57
27	57
32	57
46	57
50	57
53	57
55	57
56	57
59	57
65	57
68	57
70	57
79	57
80	57
86	57
92	57
94	57
97	57
98	57
99	57
11	58
12	58
13	58
20	58
34	58
37	58
46	58
51	58
60	58
63	58
67	58
71	58
73	58
75	58
89	58
90	58
92	58
94	58
99	58
100	58
5	59
8	59
9	59
10	59
11	59
14	59
22	59
28	59
30	59
38	59
48	59
49	59
51	59
53	59
60	59
64	59
65	59
70	59
73	59
82	59
83	59
85	59
93	59
13	60
19	60
24	60
30	60
40	60
43	60
50	60
61	60
75	60
81	60
92	60
96	60
3	61
7	61
27	61
29	61
31	61
33	61
40	61
44	61
46	61
47	61
48	61
53	61
59	61
74	61
75	61
76	61
87	61
91	61
92	61
93	61
94	61
6	62
14	62
17	62
32	62
34	62
39	62
49	62
52	62
58	62
78	62
82	62
96	62
6	63
9	63
10	63
13	63
15	63
16	63
34	63
40	63
41	63
51	63
61	63
66	63
75	63
77	63
89	63
99	63
2	64
6	64
9	64
15	64
16	64
21	64
31	64
36	64
41	64
46	64
53	64
54	64
66	64
67	64
72	64
82	64
85	64
94	64
99	64
9	65
13	65
17	65
24	65
35	65
36	65
38	65
39	65
46	65
50	65
54	65
62	65
64	65
69	65
72	65
77	65
91	65
98	65
1	66
17	66
18	66
28	66
29	66
38	66
40	66
44	66
46	66
60	66
71	66
72	66
75	66
81	66
85	66
88	66
93	66
4	67
22	67
27	67
28	67
29	67
43	67
46	67
55	67
59	67
60	67
61	67
62	67
65	67
71	67
73	67
87	67
88	67
93	67
97	67
1	68
10	68
11	68
12	68
15	68
22	68
38	68
41	68
47	68
50	68
52	68
55	68
60	68
62	68
64	68
67	68
72	68
1	69
3	69
10	69
14	69
19	69
25	69
34	69
53	69
68	69
70	69
72	69
76	69
84	69
24	70
32	70
36	70
37	70
38	70
43	70
48	70
82	70
86	70
90	70
96	70
17	71
18	71
23	71
46	71
53	71
59	71
61	71
73	71
77	71
81	71
83	71
85	71
91	71
92	71
11	72
14	72
15	72
26	72
29	72
34	72
35	72
39	72
46	72
51	72
57	72
60	72
62	72
85	72
3	73
23	73
26	73
31	73
39	73
43	73
48	73
49	73
57	73
66	73
75	73
79	73
90	73
96	73
3	74
13	74
20	74
33	74
38	74
49	74
63	74
65	74
69	74
70	74
79	74
86	74
92	74
93	74
95	74
96	74
2	75
4	75
16	75
19	75
21	75
28	75
32	75
35	75
44	75
50	75
53	75
80	75
88	75
91	75
93	75
94	75
6	76
21	76
26	76
31	76
35	76
39	76
44	76
46	76
47	76
50	76
52	76
73	76
74	76
75	76
77	76
84	76
92	76
98	76
5	77
7	77
14	77
29	77
33	77
39	77
60	77
64	77
66	77
81	77
84	77
87	77
99	77
14	78
16	78
27	78
28	78
38	78
45	78
46	78
54	78
56	78
58	78
66	78
70	78
80	78
92	78
94	78
5	79
8	79
10	79
15	79
17	79
18	79
20	79
31	79
37	79
39	79
50	79
52	79
61	79
62	79
71	79
76	79
80	79
85	79
87	79
97	79
8	80
20	80
36	80
42	80
44	80
52	80
55	80
60	80
69	80
74	80
81	80
84	80
91	80
98	80
17	81
20	81
36	81
37	81
40	81
48	81
55	81
58	81
61	81
63	81
68	81
92	81
99	81
100	81
20	82
24	82
29	82
33	82
37	82
44	82
60	82
75	82
76	82
14	83
16	83
20	83
22	83
24	83
39	83
47	83
58	83
63	83
65	83
67	83
70	83
73	83
74	83
85	83
86	83
87	83
88	83
89	83
94	83
99	83
100	83
1	84
9	84
10	84
13	84
17	84
21	84
22	84
25	84
34	84
51	84
54	84
57	84
58	84
59	84
60	84
64	84
71	84
82	84
89	84
8	85
11	85
18	85
24	85
51	85
54	85
61	85
76	85
80	85
96	85
8	86
12	86
14	86
22	86
24	86
48	86
50	86
55	86
60	86
65	86
69	86
76	86
80	86
84	86
89	86
91	86
98	86
17	87
20	87
25	87
31	87
43	87
46	87
69	87
70	87
72	87
73	87
82	87
85	87
93	87
97	87
98	87
7	88
20	88
27	88
41	88
58	88
64	88
68	88
74	88
80	88
81	88
91	88
96	88
97	88
6	89
12	89
27	89
30	89
33	89
41	89
61	89
65	89
67	89
70	89
78	89
79	89
92	89
99	89
100	89
16	90
19	90
20	90
32	90
41	90
45	90
47	90
64	90
69	90
75	90
82	90
83	90
92	90
95	90
97	90
1	91
15	91
17	91
19	91
30	91
33	91
35	91
48	91
56	91
59	91
66	91
68	91
76	91
81	91
87	91
93	91
94	91
97	91
100	91
9	92
18	92
32	92
47	92
51	92
55	92
64	92
68	92
69	92
77	92
98	92
100	92
1	93
4	93
7	93
9	93
12	93
21	93
22	93
27	93
41	93
45	93
48	93
58	93
60	93
62	93
70	93
73	93
78	93
95	93
97	93
99	93
1	94
10	94
11	94
14	94
24	94
27	94
28	94
30	94
43	94
50	94
51	94
52	94
62	94
69	94
71	94
79	94
85	94
86	94
87	94
89	94
8	95
13	95
17	95
21	95
23	95
26	95
27	95
28	95
32	95
34	95
39	95
42	95
49	95
52	95
63	95
72	95
76	95
83	95
92	95
97	95
8	96
10	96
17	96
20	96
29	96
38	96
39	96
42	96
48	96
65	96
67	96
75	96
76	96
78	96
79	96
82	96
97	96
98	96
7	97
10	97
14	97
30	97
32	97
33	97
34	97
35	97
36	97
45	97
50	97
52	97
62	97
78	97
85	97
86	97
89	97
4	98
9	98
10	98
14	98
21	98
41	98
44	98
45	98
48	98
49	98
52	98
53	98
62	98
69	98
70	98
74	98
77	98
83	98
94	98
97	98
2	99
8	99
12	99
13	99
16	99
18	99
54	99
59	99
60	99
70	99
72	99
82	99
87	99
94	99
8	100
21	100
28	100
29	100
32	100
37	100
51	100
61	100
71	100
80	100
97	100
98	100
